7,1,0,,5,6,2,,8,3,0,
8,2,0,,1,1,0,,6,7,5,
6,5,3,,2,7,8,,1,4,0,

4,6,1,,9,3,5,,7,2,8,
2,7,5,,8,4,6,,0,1,0,
3,9,8,,0,0,7,,4,5,6,

9,8,2,,7,5,1,,0,6,0,
5,3,7,,6,9,4,,2,8,1,
1,4,6,,0,8,0,,5,9,7,
